nombre,cod_depend,cod_tramo,cod_tipo_d,cod_estado,cod_munici,direccion,codigo_pos,cod_titula,utm_x,utm_y,v_desde,id_provinc
MEIRAMA-PICARDEL,"31409","068400010",T,EX,"150243",,"15185",AD,57327.2168,4799136.3837,1,15
SOGAMA,"31421","068260017",G,EX,"150243",,"15185",PA,57274.8445,4793446.9343,1,15
ESCOMBRERAS,"61401","033260020",E,EX,"300161",,"30202",AD,682918.4107,4160496.9331,55,30
VILLABONA DE ASTURIAS,"15301","061300250",T,EX,"330352",,"33480",AD,271353.2377,4815947.9262,1,33
SERIN,"15302","061300260",T,EX,"330241",,"33697",AD,275109.7935,4820641.9144,1,33
GIJON-JOVELLANOS,"15402","061300280",F,FS,"330241","Avda. de Juan Carlos I, s/n","33212",AD,283838.2188,4824182.4931,6,33
GIJON-CERCANIAS,"15403","061300290",F,FS,"330241",,"33206",AD,284538.2608,4824297.8221,6,33
OLLONIEGO,"15207","061320010",A,EX,"330447",,"33660",AD,271340.8108,4797554.2857,1,33
BIF. ASTURIAS,B2001,"068000004",B,EX,"240896",,"24009",AD,286960.1737,4718607.095,1,24
BIF. OLLONIEGO,B1601,"061420010",B,EX,"330447",,"33660",AD,270080.8926,4798640.4259,1,33
TUDELA-VEGUIN,"16002","061400020",A,EX,"330447",,"33919",AD,274875.3272,4801324.2967,1,33
BIF. PEÑA RUBIA,B1602,"061400030",B,EX,"330447",,"33919",AD,276029.8987,4801650.9172,1,33
EL ENTREGO,"16011","061400040",A,EX,"330609",,"33940",AD,285438.5895,4796105.7392,1,33
NUBLEDO,"16400","061440010",A,EX,"330208",,"33416",AD,268042.4422,4822941.5066,1,33
TRASONA,"16501","061480005",E,EX,"330208",,"33416",PA,268744.6937,4826475.2711,1,33
FUENTE DE LA MORA (APD),"98003","022000005",P,EX,"280796",,"28050",AD,443809.2851,4481794.6697,6,28
ALCANTARILLA-LOS ROMANOS (APD),"06008","033220010",P,EX,"300050",,"30820",AD,656627.082,4203347.2926,1,30
EL PLANTIO-MAJADAHONDA,"10004","019100050",Y,FS,"280800",,"28221",AD,429014.1878,4480582.6282,1,28
BALANZONA,"00016","045280040",T,EX,"140214",,"14014",AD,345510.8824,4204360.2351,1,14
GUADALCANAL,"40108","045160040",T,EX,"410482",,"41390",AD,254141.0223,4219541.8787,1,41
HAMAPEGA (APD),"40110","045160040",Y,FS,"410482",,"41390",AD,256159.4919,4214972.9432,1,41
ALFAFAR-BENETUSSER,"64203","033000280",A,EX,"460229",,"46910",AD,724447.4181,4366886.3579,1,46
VALENCIA-F.S.L.MERCANCIAS,"65013","036000017",E,EX,"462508",,"46013",AD,727342.1931,4368873.5004,1,46
BIF. PUERTO FSL,B6505,"036000027",B,EX,"462508",,"46013",AD,727906.995,4368891.951,2,46
"BIF. SAGRERA-AG.KM. 108,0",B7943,"022760140",B,EX,"080193",,"08020",AD,934808.406,4599537.9651,3,8
MAÇANET-MASSANES,"79200","022760100",T,EX,"171030",,"17412",AD,971611.138,4640004.3923,1,17
VALENCIA-LA FONT DE SANT LLUIS,"65002","036000009",E,EX,"462508",,"46026",AD,726338.6481,4369067.0704,4,46
ALCALA DE GUADAIRA-POLO DESARROLLO,"51006","040004441",F,FS,"410042",,"41500",AD,246490.5934,4139250.4203,1,41
"ANTEQUERA-STA.ANA-AGJ.KM. 50,4",A0427,"044300090",K,EX,"290154",,"29200",AD,346981.9188,4103167.3086,1,29
"ANTEQUERA-STA.ANA-AGJ.KM. 48,3",A0426,"044600050",K,EX,"290555",,"29520",AD,346308.9577,4105186.9005,1,29
ANTEQUERA-SANTA ANA,"02003","140300060",E,EX,"290154",Ctra.ma-5406.km.6,"29540",AV,347081.1121,4104182.4828,1,29
BIF. CANFRANC,B7800,"120700030",B,EX,"221565",,"22111",AV,713049.2751,4661845.5845,1,22
"HOYA DE HUESCA-AGUJA KM. 2,3",A7400,"022120010",B,EX,"221259",,"22004",AD,712124.6953,4663886.0859,1,22
BIF. HOYA DE HUESCA,B7801,"120700040",B,EX,"221259",,"22005",AV,713452.2003,4664168.4731,1,22
"BIF.PLAZA-AG.KM.8,9",A7086,"022140030",B,EX,"502973",,"50012",AD,667821.8264,4609883.8446,1,50
BIF. TERUEL,B7081,"022140040",B,FS,"502973",,"50012",AD,670887.0301,4608975.6501,1,50
"LA CARTUJA-AGUJA KM. 23,3",A7083,"022140050",B,EX,"502973",,"50013",AD,682038.3762,4607007.6048,1,50
"BIF.PLAZA-AG.KM.1,4",A7087,"022180010",B,EX,"502973",,"50197",AD,665822.9418,4610971.9412,1,50
"XATIVA-AGUJA KM.47,0",B6402,"033000250",F,FS,"461458",,"46800",AD,713200.0956,4318139.9968,1,46
XATIVA,"64100","033000246",E,EX,"461458",,"46800",AD,714391.147,4318825.1653,1,46
SANT VICENT CENTRE (APD),"60913","033300025",P,EX,"031225",,"03690",AD,715818.3015,4252492.2062,1,3
XIRIVELLA-LALTER (APD),"69200","033140010",P,EX,"461108",,"46950",AD,721876.2405,4371408.5944,1,46
VILLAVERDE-MERCANCIAS,"95101","039360010",E,EX,"280796",,"28021",AD,441959.7915,4466118.9719,1,28
TORREJON CARGAS,"70110","022000060",A,EX,"281489",,"28850",AD,459355.2808,4476870.9168,1,28
CAMPILLO,"32001","011200005",A,EX,"210182",,"47460",AD,330956.7704,4569529.2949,1,47
GOMECELLO,"32008","011200030",A,EX,"371529",,"37420",AD,286377.266,4546509.0699,1,37
UTEBO-MONZALBARBA,"70802","022000240",Y,FS,"502724",,"50180",AD,667813.3803,4618625.611,1,50
ZARAGOZA-EL PORTILLO,"71000","022000270",Y,FS,"502973",,"50004",AD,675315.5866,4613230.9954,1,50
ALCALA DE HENARES-A.V.,"04005","120500020",E,EX,"281723",,"28810",AV,473340.2254,4478389.9512,1,28
PLASENCIA DE JALON,"04028","120500080",E,EX,"502112",,"50296",AV,644635.5108,4615261.57,1,50
SANT VICENÇ DELS HORTS,"04109","120500210",E,EX,"082634",,"08620",AV,919016.9104,4595912.77,1,8
TORDERA (APD),"79607","022760100",P,EX,"082845",,"08490",AD,975916.2999,4633093.0909,1,8
SANTA SUSANA (APD.),"79608","022760110",P,EX,"082613",,"08398",AD,976235.7129,4624521.194,1,8
ALTSASU-PUEBLO (APD),"80001","017100020",P,EX,"310109",,"31800",AD,567978.9065,4749300.2165,1,31
"AGUJA KM. 146,1",A6031,"033000120",B,EX,"130052",,"13600",AD,481107.4314,4362232.9991,1,13
UTIEL,"66200","033100080",A,EX,"462495",,"46300",AD,654401.5906,4381640.5318,1,46
VALFARTA,"04050","120500120",E,EX,"500227",,"50178",AV,737070.8911,4601099.31,1,22
ARBIDE (APD),"13108","017000160",P,EX,"480097",,"48498",AD,505881.8526,4778936.383,1,48
UGAO-MIRABALLES,"13110","017000160",T,EX,"480656",,"48490",AD,507906.8257,4780705.1516,1,48
VALENCIA-ESTACIO DEL NORD,"65000","033000295",E,EX,"462508","Xátiva,24","46007",AD,725606.8183,4371785.1787,4,46
"KM. 428,5 (FRONTERA)","35407","055020010",O,EX,,,,AD,129418.7294,4377295.9907,1,10
CARMONITA (APD),"36003","055100025",F,FS,"060310",,"06488",AD,209085.5159,4339492.0469,1,10
"MONFRAGÜE-AGUJA KM.4,4",B3002,"055300010",B,EX,"101164",,"10680",AD,231925.825,4426250.2119,1,10
PLASENCIA,"30002","150260005",E,EX,"101480",,"10600",AD,235491.4619,4434824.4455,1,10
MOSTOLES - EL SOTO,"35607","059200010",T,EX,"280920",,"28935",AD,425041.0936,4464865.4426,1,28
CUATRO VIENTOS,"35603","059200010",E,EX,"280796",,"28024",AD,432812.8739,4469988.6675,1,28
GETAFE - CENTRO,"37002","059200040",E,EX,"280650",,"28901",AD,437627.7736,4462415.117,1,28
BIF. PARLA,B3700,"059200050",F,FS,"281065",,"28983",AD,436934.1852,4455898.3353,1,28
PARLA INDUSTRIAL,"37004","059220010",F,FS,"281065",,"28983",AD,436770.289,4454712.1274,1,28
PALENCIA,"14100","110840020",E,EX,"341202","Plaza de los Jardinillos, s/n","34003",AV,372988.6946,4652653.006,1,34
VILLADA,"15007","061300030",A,EX,"342064",,"34340",AD,337428.1622,4678881.7968,1,34
SAHAGUN,"15009","061300045",E,EX,"241396",,"24320",AD,333457.4772,4692767.8047,1,24
TORNEROS,"15017","061300060",T,EX,"241054",,"24231",AD,289713.416,4710386.8706,1,24
PALANQUINOS (APD-CGD),"15015","061300050",D,EX,"242186",,"24225",AD,294658.4846,4703944.3989,1,24
ALCAZAR DE SAN JUAN-MERCANCIAS,"60302","033020010",E,EX,"130052",,"13600",AD,481620.1591,4361492.5887,1,13
SANTA CRUZ DE LA ZARZA (APD),"66005","033100010",T,EX,"451565",,"45370",AD,484590.3742,4424790.4302,1,45
CISNEROS (APD),"15006","061300030",P,EX,"340590",,"34320",AD,347224.705,4672649.4339,1,34
KM. 28.2,"15005","061300030",K,FS,"349020",,"34309",AD,352930.4538,4671113.7959,1,34
PAREDES DE NAVA,"15004","061300030",A,EX,"341230",,"34300",AD,359746.0475,4667902.7186,1,34
BECERRIL,"15003","061300030",T,EX,"340297",,"34310",AD,363810.4232,4662718.7288,1,34
GRAJAL (APD),"15008","061300045",P,EX,"240802",,"24340",AD,334096.5329,4687628.346,1,24
EL BURGO RANERO,"15012","061300050",A,EX,"240248",,"24343",AD,318317.1047,4699408.8791,1,24
SANTAS MARTAS,"15014","061300050",T,EX,"241605",,"24330",AD,303765.9671,4703608.9492,1,24
BERCIANOS DEL REAL CAMINO (APD),"15011","061300050",Y,FS,"240188",,"24325",AD,322478.8189,4697213.2178,1,24
KM. 88.2,"15013","061300050",K,FS,"241605",,"24330",AD,311172.8593,4704111.8044,1,24
KM. 67.7,"15010","061300050",K,FS,"240310",,"24342",AD,328928.6148,4696525.707,1,24
KM. 109.1,"15016","061300060",K,FS,"241974",,"24346",AD,291442.9449,4706300.0341,1,24
LEON ESTACION CENTRO,"15101","068000004",Y,FS,"240896",,"24009",AD,287093.5302,4719255.3386,48,24
SANTIBAÑEZ,"15103","061300126",A,EX,"240613",,"24610",AD,284242.1984,4728824.7486,1,24
"KM 360,4","15104","061300126",K,FS,"240613",,"24620",AD,284125.6893,4732262.3707,1,24
CIÑERA (APD-CGD),"15110","061300140",D,EX,"241149",,"24670",AD,284380.585,4751886.3508,1,24
VILLAMANIN,"15112","061300140",T,EX,"249017",,"24680",AD,283145.6344,4757205.3078,1,24
BUEN SUCESO (APD),"15107","061300140",Y,FS,"241149",,"24600",AD,282955.2676,4745636.9659,1,24
VILLASIMPLIZ (APD),"15111","061300140",Y,FS,"241149",,"24600",AD,283273.5196,4754843.1343,1,24
RIELLS-A. V.,"04303","120500255",E,EX,"171595",,"17451",AV,964053.2975,4634811.1969,5,17
BIF. GIRONA-MERCANCIAS,"79010","120500270",F,FS,"170736",,"17458",AV,980763.6608,4659826.0761,5,17
MONTILLA,"54105","044300040",E,EX,"140425",,"14550",AD,355707.631,4160341.12,1,14
ALORA,"54405","044300110",T,EX,"290120",,"29500",AD,348408.9758,4076231.8766,1,29
MALAGA MARIA ZAMBRANO,"54413","140300080",E,EX,"290672","Explanada de la estación, s/n","29002",AV,372065.972,4063826.0165,1,29
CAMBIADOR CORDOBA,"54001","140140010",F,FS,"140214",,"14005",AV,340997.6138,4193832.4759,1,14
MALAGA-CENT. ALAMEDA (APD),"54517","044360003",P,EX,"290672",,"29002",AD,372575.1062,4064240.2603,2,29
JABALQUINTO,"50302","044000070",T,EX,"230490",,"23712",AD,437789.8238,4206114.9536,1,23
MENGIBAR-LAS PALOMERAS,"50303","044000070",T,EX,"230490",,"23629",AD,431185.6566,4204907.8152,1,23
GURREA DE GALLEGO,"74001","02999FS28",F,FS,"221199",,"22280",AD,685763.4869,4653069.3477,1,22
ARANDA DE DUERO-MONTECILLO,"17200","011020120",E,EX,"090183",,"09400",AD,441997.4209,4613229.6737,1,9
VIOÑO (APD),"14236","061600090",P,EX,"390529",,"39479",AD,421821.5551,4801315.2385,1,39
ZURITA (APD),"14215","061600090",P,EX,"390529",,"39479",AD,419680.6681,4799904.4119,1,39
PARBAYON (APD),"14217","061600100",P,EX,"390529",,"39612",AD,427558.6145,4803036.6918,1,39
VILLAVANTE (APD),"20008","068000050",P,EX,"241591",,"24393",AD,266602.3354,4705265.1911,1,24
SAN XOAN DE VILANOVA (APD),"31307","068220090",Y,FS,"360242",,"36500",AD,80302.6448,4730457.3694,1,36
BANDEIRA,"31311","068220100",A,EX,"360524",,"36540",AD,65820.3978,4746289.6771,1,36
SILLEDA (APD),"31310","068220100",Y,FS,"360524",,"36540",AD,70651.7391,4743105.2847,1,36
CANTERA DE CAMPOMARZO,"31314","068220100",A,EX,"360524",,"36540",AD,67091.0805,4747176.2718,1,36
PONTE TABOADA,"31309","068220100",T,EX,"360524",,"36540",AD,73378.8735,4738932.1879,1,36
A SUSANA,"31313","068220111",A,EX,"150780",,"15893",AD,51546.2886,4756506.4837,1,15
ORDES,"31415","068220125",T,EX,"150597",,"15680",AD,56181.1277,4779457.5905,1,15
UXES,"31411","068220135",T,EX,"150050",,"15142",AD,58340.5994,4808256.0685,1,15
ARCADE,"23002","068240008",P,EX,"360583",,"36690",AD,37769.8621,4702844.1262,1,36
CESANTES (APD),"23001","068240006",P,EX,"360583",,"36800",AD,37046.772,4699535.2152,1,36
PORTELA,"23005","068280003",T,EX,"360025",,"36191",AD,35454.1517,4722783.045,1,36
PONTEVEDRA UNIVERSIDAD (APD),"23018","068240025",P,EX,"360388",,"36162",AD,36879.6013,4713823.7186,1,36
RUBIANS,"23007","068240037",Y,FS,"360600",,"36619",AD,29993.0193,4729681.5568,1,36
CATOIRA,"23009","068180010",T,EX,"360101",,"36612",AD,30798.5848,4740333.2913,1,36
VILAGARCIA DE AROUSA-PRAIA (APD),"23017","068180010",Y,FS,"360600",,"36613",AD,26860.6074,4733458.579,1,36
PONTECESURES,"23010","068180010",T,EX,"360448",,"36640",AD,37177.7259,4745561.8809,1,36
BIF. ANGUEIRA,"23019","068240051",F,FS,"150657",,"15900",AD,38818.4782,4753636.8027,1,15
A ESCRAVITUDE,"23012","068180020",A,EX,"150657",,"15900",AD,37689.337,4752015.3058,1,15
MORA Y ORGAZ,"37104","140100060",E,EX,"451066",,"45400",AV,431291.5469,4392872.2976,1,45
CALATRAVA,"37210","140100090",E,EX,"130914",,"13595",AV,406973.4693,4295522.244,1,13
BIOENERGETICA EXTREMEÑA,"37414","045200110",A,EX,"061383",,"06474",AD,231633.94,4311156.6558,1,6
LA MAROTA,"02000","140300010",E,EX,"140057",,"14720",AV,323946.8036,4184530.2759,1,14
SANTAELLA,"02001","140300030",E,EX,"140608",,"14546",AV,332958.5417,4161979.4387,1,14
ALORA-A. V.,"02004","140300075",E,EX,"290120",,"29500",AV,349200.5396,4080492.6477,1,29
MADRID SUR,"04001","120500010",E,EX,"280796",,"28031",AV,443648.2548,4466462.4581,1,28
VALLECAS-A. V.,"04002","120500020",E,EX,"280796",,"28051",AV,447754.1869,4465594.3433,1,28
BRIHUEGA,"04009","120500040",E,EX,"191961",,"19196",AV,505924.5807,4516169.6224,1,19
IZURDIAGA-IRUTZUN,"80007","017100030",T,EX,"310253",,"31860",AD,595316.2544,4751420.5827,1,31
VILLAFRANCA DE NAVARRA,"80115","017100070",T,EX,"312541",,"31330",AD,603425.5789,4681706.2145,1,31
BASAURI (APD),"13112","017000170",P,EX,"480157",,"48970",AD,509564.9656,4785628.5273,1,48
ROBLEDO DE CHAVELA,"10205","011000080",T,EX,"281258",,"28294",AD,394388.4717,4486300.0123,1,28
LAS NAVAS DEL MARQUES,"10207","011000090",T,EX,"051683",,"05239",AD,384781.428,4494052.9947,1,5
NAVALPERAL,"10208","011000090",T,EX,"051619",,"05240",AD,380794.4871,4494305.39,1,5
MINGORRIA,"10403","011000110",T,EX,"051282",,"05280",AD,360434.9806,4512088.0836,1,5
VELAYOS,"10404","011000110",Y,FS,"51159",,"05292",AD,364778.2966,4521051.4077,1,5
SANCHIDRIAN,"10405","011000110",A,EX,"052047",,"05290",AD,365044.9123,4527372.661,1,5
ADANERO (APD),"10406","011000110",Y,FS,"050013",,"05296",AD,364037.4782,4532661.8178,1,5
ORBITA-ESPINOSA (APD),"10408","011000110",Y,FS,"51743",,"05296",AD,360442.9812,4539865.865,1,5
GOMEZNARRO,"10412","011000130",Y,FS,"470856",,"47400",AD,344898.265,4567548.6046,1,47
KM. 18.6 (RADONA),"84002","022020010",K,FS,"420085",,"42213",AD,545362.3982,4567998.7776,1,42
ALMAZAN-VILLA,"84101","022020020",E,EX,"420200",,"42200",AD,539614.1181,4593168.755,1,42
CINTRUENIGO,"83011","022020040",F,FS,"310728",,"31592",AD,599080.8633,4659286.027,1,31
ORNA DE GALLEGO (APD),"74210","022040040",Y,FS,"221992",,"22621",AD,713723.495,4702090.8277,1,22
SANT LLOREN DE MONTGAI (APD),"75107","020002062",P,EX,"250621",,"25613",CA,818084.8165,4642051.2698,1,25
VILANOVA DE LA SAL (APD),"75108","020002062",P,EX,"250371",,"25612",CA,817678.1542,4647112.9892,1,25
SANTA LINYA (APD),"75109","020002062",P,EX,"250371",,"25612",CA,819424.1954,4649396.9875,1,25
AGER (APD),"75110","020002062",P,EX,"250024",,"25691",CA,818983.0068,4657705.3601,1,25
TREMP,"75114","020002062",T,EX,"252347",,"25620",CA,821434.1808,4675684.769,1,25
EL BURGO DE EBRO (APD),"71102","022100040",Y,FS,"500628",,"50730",AD,688473.3318,4604103.1475,1,50
CHILCHES,"65204","036000080",P,EX,"120537",,"12592",AD,740619.1551,4407408.2538,1,12
CABANES,"65305","036000120",Y,FS,"170307",,"12180",AD,769322.2585,4449790.203,1,12
SIETE AGUAS (APD),"66204","033100080",P,EX,"462299",,"46392",AD,680461.3432,4369614.6236,1,46
LAS CALDAS DE BESAYA (APD),"14211","061600070",P,EX,"390250",,"39400",AD,412947.4826,4794535.7107,1,39
VIERNOLES (APD),"14212","061600070",P,EX,"390876",,"39315",AD,414543.3742,4797388.7841,1,39
VALLMANYA,"04054","120500130",E,EX,"250117",,"25180",AV,780852.9151,4612910.2475,1,25
BIF. LES TORRES DE SANUI,B4054,"120500140",B,EX,"251207",,"25192",AV,795435.0696,4614275.3177,1,25
LES BORGES BLANQUES-A. V.,"04101","120500160",E,EX,"250582",,"25400",AV,815107.4894,4605482.0692,1,25
CAMP DE TARRAGONA,"04104","120500184",E,EX,"431444",,"43765",AV,858274.4112,4568890.7609,1,43
BIF CBDOR RODA,B4103,"120500190",F,FS,"431114",,"43761",AV,870460.6968,4568372.3713,5,43
LARBOÇ-A. V.,"04106","120500195",E,EX,"430167",,"43720",AV,885708.5737,4579914.5572,5,43
PALAU DE NOGUERA,"75113","020002062",P,EX,"252154",,"25630",CA,821644.0617,4673431.3172,1,25
SALAS DE PALLARS (APD),"75115","020002062",P,EX,"251902",,"25693",CA,825914.9235,4680608.9632,1,25
MONCOFAR,"65205","036000080",A,EX,"120825",,"12520",AD,742848.5954,4411725.4043,1,12
NULES-VILLAVIEJA,"65206","036000080",P,EX,"120825",,"12520",AD,743584.9243,4415336.114,1,12
BURRIANA-ALQUERIAS DEL N. P.,"65207","036000080",E,EX,"129018",,"12539",AD,747605.0655,4420280.6484,1,12
ALMASSORA (APD),"65209","036000090",P,EX,"120094",,"12550",AD,749709.0878,4426836.6582,1,12
BENICASSIM,"65318","036000110",T,EX,"120287",,"12560",AD,760817.1282,4438686.6531,1,12
CEMENTOS OCCIDENTALES (CGD),"66018","033100010",G,EX,"451151",,"45350",AD,465482.0293,4424075.3959,1,45
CARGADERO DE CARROCERIA,"16012","061400040",Y,FS,"330609",,"33950",AD,286626.4993,4796136.6664,1,33
OSEBE (APD),"23013","068240044",T,EX,"150829",,"15866",AD,40910.7553,4756730.9895,1,15
DIPUTACION,"17010","011020020",Y,FS,"280796",,"28049",AD,441583.1752,4486165.6889,1,28
URDA,"37107","140100060",E,EX,"452006",,"45470",AV,429223.3743,4363602.7557,1,45
ARRUBAL,"81103","017000070",T,EX,"260197",,"26151",AD,561191.9141,4697900.663,1,26
ASLAND (CGD),"91001","055060010",F,FS,"451881",,"45520",AD,423821.6972,4428805.9484,1,45
COLLADO MEDIANO,"12004","011100010",T,EX,"280468",,"28450",AD,412477.1335,4505164.9454,1,28
LOS MOLINOS-GUADARRAMA,"12005","011100010",T,EX,"280875",,"28460",AD,409849.9733,4506737.4689,1,28
GUDILLOS (APD),"12008","011100030",P,EX,"400766",,"40400",AD,402216.4049,4507975.7406,1,40
SAN RAFAEL (APD),"12009","011100030",P,EX,"400766",,"40400",AD,400212.4481,4507785.1543,1,40
EL ESPINAR,"12010","011100030",T,EX,"400766",,"40400",AD,399565.0255,4510667.891,1,40
GIJON-SANZ CRESPO,"15410","061300275",E,EX,"330241",,"33207",AD,283813.4834,4823991.6473,6,33
EL MUGRON,F0706,"033000195",Y,FS,"020181",,"02691",AD,630815.6762,4307446.1778,1,2
CAMAS (APD),"43002","044400035",P,EX,"410969",,"41907",AD,230891.2674,4145573.1586,6,41
VALENCINA-SANTIPONCE,"43026","044400035",T,EX,"410969",,"41907",AD,229487.6883,4146606.9243,6,41
AVILES,"16403","061440020",E,EX,"330045",,"33401",AD,263939.9986,4827298.4945,1,33
SAN JUAN DE NIEVA,"16405","061440040",E,EX,"330169",,"33417",AD,263358.3234,4830279.297,1,33
BIF. VIELLA,B1611,"061540010",B,EX,"330447",,"33919",AD,275747.4754,4801940.3607,1,33
ABOÑO,"16601","061500030",G,EX,"330143",,"33430",AD,280011.3766,4826065.9032,1,33
VIELLA,"16101","061540020",A,EX,"330668",,"33510",AD,274344.6807,4807784.3676,1,33
OSORNO,"14107","061600010",E,EX,"349015",,"34460",AD,388317.4632,4696658.4644,1,34
QUINTANILLA DE LAS TORRES (APD),"14115","061600020",P,EX,"341356",,"34811",AD,401679.9491,4741407.5327,1,34
MATAPORQUERA,"14200","061600030",E,EX,"390921",,"39410",AD,404847.4326,4747159.8907,1,39
SALTERAS,"43027","044400035",E,EX,"410858",,"41909",AD,225730.367,4144933.8505,6,41
HORNA (APD),"70304","022000140",Y,FS,"192574",,"19250",AD,538055.0996,4553323.1712,1,19
ALHAMA DE ARAGON,"70502","022000180",A,EX,"500205",,"50230",AD,591737.3704,4572009.9747,1,50
BUBIERCA (APD),"70503","022000180",P,EX,"500589",,"50239",AD,595763.2771,4574605.7208,1,50
ATECA (APD),"70504","022000180",P,EX,"500384",,"50200",AD,601665.2165,4575496.5366,1,50
TERRER (APD),"70505","022000180",P,EX,"502534",,"50293",AD,608092.9975,4575335.689,1,50
EMBID DE LA RIBERA,"70601","022000190",T,EX,"500671",,"50300",AD,616066.8647,4584260.2974,1,50
EMBID DE JALON (APD),"70602","022000190",P,EX,"500671",,"50300",AD,617562.7592,4586489.962,1,50
PARACUELLOS-SAVIÑAN,"70603","022000190",T,EX,"502029",,"50299",AD,619675.5744,4587414.6548,1,50
SAVIÑAN (APD),"70604","022000190",P,EX,"502416",,"50299",AD,619360.6506,4589038.9273,1,50
MORES,"70605","022000190",T,EX,"501778",,"50240",AD,619711.4535,4592875.4561,1,50
PURROY (APD),"70606","022000190",P,EX,"501778",,"50240",AD,621884.635,4592761.0486,1,50
CALATORAO (APD),"70701","022000210",P,EX,"500687",,"50280",AD,636770.1247,4598742.8391,1,50
VILLANUEVA DE LA REINA,"50402","044000100",T,EX,"230964",,"23730",AD,418887.0524,4206684.1779,1,23
ARJONILLA,"50404","044000110",T,EX,"230079",,"23750",AD,401943.9253,4207567.994,1,23
VILLA DEL RIO,"50407","044000120",T,EX,"140667",,"14640",AD,387419.7241,4204702.3088,1,14
MONTORO,"50408","044000120",T,EX,"140431",,"14600",AD,378645.5469,4207600.7828,1,14
PEDRO ABAD,"50409","044000120",T,EX,"140500",,"14630",AD,373279.1486,4201873.064,1,14
EL CARPIO DE CORDOBA,"50410","044000120",A,EX,"140180",,"14620",AD,369178.4087,4200400.9686,1,14
VILLAFRANCA DE CORDOBA,"50411","044000120",T,EX,"140673",,"14420",AD,365014.483,4201355.574,1,14
LOS CANSINOS,"50412","044000120",T,EX,"140214",,"14014",AD,359165.6291,4197165.3586,1,14
ALCOLEA DE CORDOBA,"50413","044000120",T,EX,"140214",,"14610",AD,352768.9467,4199710.5562,1,14
LAS VEGAS,"50415","044000140",Y,EX,"140214",,"14014",AD,354860.8476,4199119.0601,1,14
VILLARRUBIA DE CORDOBA,"50502","044000170",T,EX,"140214",,"14005",AD,331595.8925,4190647.3909,1,14
ALMODOVAR DEL RIO,"50503","044000170",T,EX,"140057",,"14720",AD,323222.8512,4187047.8406,1,14
POSADAS,"50504","044000170",A,EX,"140538",,"14730",AD,314567.8727,4186152.5472,1,14
SANTA FE Y ALHAMA,"56307","044100100",T,EX,"040813",,"04420",AD,542112.1915,4091901.5946,1,4
GADOR,"56308","044100100",T,EX,"040470",,"04560",AD,545632.6805,4089622.9804,1,4
CRESPOS (APD),"34007","011220020",P,EX,"050659",,"05300",AD,334157.6466,4526200.4354,1,5
BARNA.-PASSEIG DE GRACIA,"71802","022000570",P,EX,"080193","Passeig de Gràcia, s/n esq. Aragon","08007",AD,931831.4075,4595177.9763,2,8
LA SECUITA-PERAFORT (APD),"72002","022340020",F,FS,"431444",,"43765",AD,857398.6862,4569027.4058,1,43
CASAS DE LA REINA,"40106","045160030",Y,FS,"060346",,"06960",AD,241170.4003,4232304.5288,1,6
ALCONERA,"41001","045140020",Y,FS,"060080",,"06393",AD,195870.64,4253730.8779,1,6
CAMPOS DEL PARAISO,"03206","130400070",E,EX,"169015",,"16555",AV,524591.4869,4430746.3828,4,16
